ABILITY_MORPH_RANK, string
BGQUERY_ASSIGNED_AND_LOCAL, string
BGQUERY_ASSIGNED_CAMPAIGN, string
BGQUERY_LOCAL, string
BGQUERY_UNKNOWN, string
BID_ON_KIOSK_DIALOG, string
BIND_KEY_DIALOG, string
BIND_TYPE_NONE, string
BIND_TYPE_ON_EQUIP, string
BIND_TYPE_ON_PICKUP, string
BIND_TYPE_ON_PICKUP_BACKPACK, string
BIND_TYPE_UNSET, string
BOOKSET_SCENE_GAMEPAD, string
BOOK_LINK_TYPE, string
BOOK_MEDIUM_ANIMAL_SKIN, string
BOOK_MEDIUM_LETTER, string
BOOK_MEDIUM_NOTE, string
BOOK_MEDIUM_RUBBING_PAPER, string
BOOK_MEDIUM_SCROLL, string
BOOK_MEDIUM_STONE_TABLET, string
BOOK_MEDIUM_YELLOWED_PAPER, string
BOOK_SET_GAMEPAD, string
BOSS_BAR, string
BOSS_RANK_EXTRA, string
BOSS_RANK_FIVE, string
BOSS_RANK_FOUR, string
BOSS_RANK_NOT_A_BOSS, string
BOSS_RANK_ONE, string
BOSS_RANK_SIX, string
BOSS_RANK_THREE, string
BOSS_RANK_TWO, string
BOTTOM, string
BOTTOMLEFT, string
BOTTOMRIGHT, string
BROWSER_OPEN_TYPE_BUG, string
BROWSER_OPEN_TYPE_FEEDBACK, string
BROWSER_OPEN_TYPE_LOGOUT, string
BROWSER_TYPE_AGENT_CHAT, string
BROWSER_TYPE_BUG, string
BROWSER_TYPE_QA_BUG, string
BROWSER_TYPE_USER_CHAT, string
BROWSER_TYPE_USER_FEEDBACK, string
BROWSER_TYPE_USER_HELP, string
BROWSER_TYPE_USER_ITEM_BUG, string
BROWSER_TYPE_USER_QUEST_HELP, string
BROWSER_TYPE_USER_REPORT, string
BSTATE_DISABLED, string
BSTATE_DISABLED_PRESSED, string
BSTATE_NORMAL, string
BSTATE_PRESSED, string
BUFF_EFFECT_TYPE_BUFF, string
BUFF_EFFECT_TYPE_DEBUFF, string
BUFF_EFFECT_TYPE_NOT_AN_EFFECT, string
BUFF_TYPE_COLOR_BUFF, string
BUFF_TYPE_COLOR_DEBUFF, string
BUFF_TYPE_EMPOWER, string
BUFF_TYPE_MAJOR_BERSERK, string
BUFF_TYPE_MAJOR_BRUTALITY, string
BUFF_TYPE_MAJOR_DEFILE, string
BUFF_TYPE_MAJOR_ENDURANCE, string
BUFF_TYPE_MAJOR_EVASION, string
BUFF_TYPE_MAJOR_EXPEDITION, string
BUFF_TYPE_MAJOR_FORCE, string
BUFF_TYPE_MAJOR_FRACTURE, string
BUFF_TYPE_MAJOR_HEROISM, string
BUFF_TYPE_MAJOR_INTELLECT, string
BUFF_TYPE_MAJOR_MAIM, string
BUFF_TYPE_MAJOR_MANGLE, string
BUFF_TYPE_MAJOR_MENDING, string
BUFF_TYPE_MAJOR_PROPHECY, string
BUFF_TYPE_MAJOR_PROTECTION, string
BUFF_TYPE_MAJOR_RESOLVE, string
BUFF_TYPE_MAJOR_SAVAGERY, string
BUFF_TYPE_MAJOR_SORCERY, string
BUFF_TYPE_MAJOR_SPELL_SHATTER, string
BUFF_TYPE_MAJOR_VITALITY, string
BUFF_TYPE_MAJOR_WARD, string
BUFF_TYPE_MINOR_BERSERK, string
BUFF_TYPE_MINOR_BRUTALITY, string
BUFF_TYPE_MINOR_DEFILE, string
BUFF_TYPE_MINOR_ENDURANCE, string
BUFF_TYPE_MINOR_EVASION, string
BUFF_TYPE_MINOR_EXPEDITION, string
BUFF_TYPE_MINOR_FORCE, string
BUFF_TYPE_MINOR_FORTITUDE, string
BUFF_TYPE_MINOR_FRACTURE, string
BUFF_TYPE_MINOR_HEROISM, string
BUFF_TYPE_MINOR_INTELLECT, string
BUFF_TYPE_MINOR_MAIM, string
BUFF_TYPE_MINOR_MANGLE, string
BUFF_TYPE_MINOR_MENDING, string
BUFF_TYPE_MINOR_PROPHECY, string
BUFF_TYPE_MINOR_PROTECTION, string
BUFF_TYPE_MINOR_RESOLVE, string
BUFF_TYPE_MINOR_SAVAGERY, string
BUFF_TYPE_MINOR_SORCERY, string
BUFF_TYPE_MINOR_SPELL_SHATTER, string
BUFF_TYPE_MINOR_VITALITY, string
BUFF_TYPE_MINOR_WARD, string
BUFF_TYPE_NONE, string
BUGCALL(), string
BUGIT(), string
BUGIT2(), string
BUGIT_LOG, string
BUGTABLE(), string
BUG_CATEGORY_CHARACTER, string
BUG_CATEGORY_COMBAT, string
BUG_CATEGORY_CRAFTING, string
BUG_CATEGORY_CRASH, string
BUG_CATEGORY_ITEMS, string
BUG_CATEGORY_MONSTERNPC, string
BUG_CATEGORY_OTHER, string
BUG_CATEGORY_QUEST, string
BUG_CATEGORY_TEXTLOCALIZATION, string
BUG_CATEGORY_UI, string
BUG_CATEGORY_VISUALS, string
BUY_BACK_FRAGMENT, string
BUY_BACK_WINDOW, string
BUY_BAG_SPACE_GAMEPAD, string
BUY_BAG_SPACE_INTERACTION, string
BUY_BANK_SPACE_GAMEPAD, string
BeginInteractCameraSpin(), string
BuyBagSpace(), string
BuyBankSpace(), string
BuyGuildSpecificItem(), string
BuyStoreItem(), string
BuybackItem(), string
CADWELLS_ALMANAC, string
CADWELLS_ALMANAC_FRAGMENT, string
CADWELLS_ALMANAC_GAMEPAD, string
CADWELLS_ALMANAC_GAMEPAD_SCENE, string
CALLBACK_MANAGER, string
CAMERA_SETTING_DISTANCE, string
CAMERA_SETTING_DISTANCE_SYNCED, string
CAMERA_SETTING_DISTANCE_UNSHEATHED, string
CAMERA_SETTING_FIRST_PERSON_FIELD_OF_VIEW, string
CAMERA_SETTING_FIRST_PERSON_HEAD_BOB, string
CAMERA_SETTING_FOV_CHANGES_ALLOWED, string
CAMERA_SETTING_SENSITIVITY_FIRST_PERSON, string
CAMERA_SETTING_SENSITIVITY_THIRD_PERSON, string
CAMERA_SETTING_SMOOTHING, string
CAMERA_SETTING_THIRD_PERSON_FIELD_OF_VIEW, string
CAMERA_SETTING_THIRD_PERSON_HORIZONTAL_OFFSET, string
CAMERA_SETTING_THIRD_PERSON_HORIZONTAL_POSITION_MULTIPLIER, string
CAMERA_SETTING_THIRD_PERSON_VERTICAL_OFFSET, string
CAMPAIGNBUFF_DEFENSIVE_ARTIFACT, string
CAMPAIGNBUFF_EMPEROR, string
CAMPAIGNBUFF_KEEP, string
CAMPAIGNBUFF_OFFENSIVE_ARTIFACT, string
CAMPAIGN_AVA_RANK_FRAGMENT, string
CAMPAIGN_AVA_RANK_GAMEPAD, string
CAMPAIGN_BONUSES, string
CAMPAIGN_BONUSES_FRAGMENT, string
CAMPAIGN_BROWSER, string
CAMPAIGN_BROWSER_FRAGMENT, string
CAMPAIGN_BROWSER_SCENE, string
CAMPAIGN_EMPEROR, string
CAMPAIGN_EMPEROR_FRAGMENT, string
CAMPAIGN_EMPEROR_GAMEPAD, string
CAMPAIGN_EMPEROR_GAMEPAD_FRAGMENT, string
CAMPAIGN_LEVEL_REQ_TYPE_NONE, string
CAMPAIGN_LEVEL_REQ_TYPE_PLAYER_LEVEL, string
CAMPAIGN_LEVEL_REQ_TYPE_VETERAN_LEVEL, string
CAMPAIGN_OVERVIEW, string
CAMPAIGN_OVERVIEW_FRAGMENT, string
CAMPAIGN_OVERVIEW_SCENE, string
CAMPAIGN_POP_FULL, string
CAMPAIGN_POP_HIGH, string
CAMPAIGN_POP_LOW, string
CAMPAIGN_POP_MEDIUM, string
CAMPAIGN_QUEUE_GROUP, string
CAMPAIGN_QUEUE_INDIVIDUAL, string
CAMPAIGN_QUEUE_REQUEST_STATE_CONFIRMING, string
CAMPAIGN_QUEUE_REQUEST_STATE_FINISHED, string
CAMPAIGN_QUEUE_REQUEST_STATE_PENDING_ACCEPT, string
CAMPAIGN_QUEUE_REQUEST_STATE_PENDING_JOIN, string
CAMPAIGN_QUEUE_REQUEST_STATE_PENDING_LEAVE, string
CAMPAIGN_QUEUE_REQUEST_STATE_WAITING, string
CAMPAIGN_REASSIGN_ERROR_CAMPAIGNS_DISABLED, string
CAMPAIGN_REASSIGN_ERROR_DESTINATION_CAMPAIGN_DISABLED, string
CAMPAIGN_REASSIGN_ERROR_DESTINATION_CAMPAIGN_IN_CONFLICT, string
CAMPAIGN_REASSIGN_ERROR_GUESTING_NOT_CURRENTLY_ALLOWED, string
CAMPAIGN_REASSIGN_ERROR_GUEST_AND_ASSIGNED_EQUAL, string
CAMPAIGN_REASSIGN_ERROR_INITIALIZATION_ERROR, string
CAMPAIGN_REASSIGN_ERROR_INSUFFICIENT_FUNDS, string
CAMPAIGN_REASSIGN_ERROR_INVALID_DB_STATE, string
CAMPAIGN_REASSIGN_ERROR_INVALID_DESTINATION_CAMPAIGN, string
CAMPAIGN_REASSIGN_ERROR_LEVEL_REQUIREMENT_NOT_MET, string
CAMPAIGN_REASSIGN_ERROR_NONE, string
CAMPAIGN_REASSIGN_ERROR_REASSIGNMENT_IN_PROGRESS, string
CAMPAIGN_REASSIGN_ERROR_REASSIGNMENT_ON_COOLDOWN, string
CAMPAIGN_REASSIGN_ERROR_REASSIGN_ON_END_INVALID, string
CAMPAIGN_REASSIGN_ERROR_REQUIREMENTS_NOT_MET, string
CAMPAIGN_REASSIGN_ERROR_UNCHANGED_DESTINATION_CAMPAIGN, string
CAMPAIGN_REASSIGN_ERROR_UNCHANGED_DESTINATION_PENDING_CAMPAIGN, string
CAMPAIGN_REASSIGN_TYPE_GUEST, string
CAMPAIGN_REASSIGN_TYPE_IMMEDIATE, string
CAMPAIGN_REASSIGN_TYPE_ON_END, string
CAMPAIGN_RULESET_TYPE_HARDCORE, string
CAMPAIGN_RULESET_TYPE_NORMAL, string
CAMPAIGN_RULESET_TYPE_SPECIAL, string
CAMPAIGN_SCORING, string
CAMPAIGN_SCORING_FRAGMENT, string
CAMPAIGN_SCORING_GAMEPAD, string
CAMPAIGN_SCORING_GAMEPAD_FRAGMENT, string
CAMPAIGN_SELECTOR, string
CAMPAIGN_SELECTOR_FRAGMENT, string
CAMP_PREF_ASSIGNED, string
CAMP_PREF_GUEST, string
CARDINAL_DIRECTION_EAST, string
CARDINAL_DIRECTION_NORTH, string
CARDINAL_DIRECTION_SOUTH, string
CARDINAL_DIRECTION_WEST, string
CD_TIME_TYPE_TIME_REMAINING, string
CD_TIME_TYPE_TIME_UNTIL, string
CD_TYPE_RADIAL, string
CD_TYPE_VERTICAL, string
CENTER, string
CENTER_INFO_POINT_COUNTER_PADDING, string
CENTER_SCREEN_ANNOUNCE, string
CHAMPION_PERKS, string
CHAMPION_PERKS_CHOSEN_ATTRIBUTE_TYPE_POINT_COUNTER_FRAGMENT, string
CHAMPION_PERKS_CONSTELLATIONS_FRAGMENT, string
CHAMPION_PERKS_SCENE, string
CHAMPION_PURCHASE_ALL_BUYS_INVALID, string
CHAMPION_PURCHASE_RESPEC_FAILED, string
CHAMPION_PURCHASE_SOME_BUYS_INVALID, string
CHAMPION_PURCHASE_SUCCESS, string
CHAMPION_WINDOW_SOUNDS, string
CHANNEL_LINK_TYPE, string
CHARACTER_CREATE_ERROR_DUPLICATENAME, string
CHARACTER_CREATE_ERROR_INVALIDACCESSORY, string
CHARACTER_CREATE_ERROR_INVALIDAGE, string
CHARACTER_CREATE_ERROR_INVALIDALLIANCE, string
CHARACTER_CREATE_ERROR_INVALIDBODYMARKING, string
CHARACTER_CREATE_ERROR_INVALIDCLASS, string
CHARACTER_CREATE_ERROR_INVALIDEYEBROW, string
CHARACTER_CREATE_ERROR_INVALIDEYETINT, string
CHARACTER_CREATE_ERROR_INVALIDGENDER, string
CHARACTER_CREATE_ERROR_INVALIDHAIR, string
CHARACTER_CREATE_ERROR_INVALIDHAIRTINT, string
CHARACTER_CREATE_ERROR_INVALIDHEADMARKING, string
CHARACTER_CREATE_ERROR_INVALIDMODELDATA, string
CHARACTER_CREATE_ERROR_INVALIDNAME, string
CHARACTER_CREATE_ERROR_INVALIDRACE, string
CHARACTER_CREATE_ERROR_INVALIDRACEFORALLIANCE, string
CHARACTER_CREATE_ERROR_INVALIDSKINTINT, string
CHARACTER_CREATE_ERROR_INVALIDTEMPLATE, string
CHARACTER_CREATE_ERROR_NAMETOOLONG, string
CHARACTER_CREATE_ERROR_NAMETOOSHORT, string
CHARACTER_CREATE_ERROR_NOCHARACTERDATABASE, string
CHARACTER_CREATE_ERROR_NOCHARACTERLIST, string
CHARACTER_CREATE_ERROR_NOFREECHARACTERSLOTS, string
CHARACTER_CREATE_ERROR_NOGLOBALCREATIONDEF, string
CHARACTER_CREATE_ERROR_NOGLOBALENTITLEMENTSDEF, string
CHARACTER_CREATE_ERROR_SAVEFAILURE, string
CHARACTER_CREATE_ERROR_SERVERLOCKED, string
CHARACTER_CREATE_ERROR_TEMPLATECREATIONBLOCKED, string
CHARACTER_CREATE_ERROR_TEMPLATECREATIONREQUIRED, string
CHARACTER_LINK_TYPE, string
CHARACTER_MODE_CREATION, string
CHARACTER_MODE_SELECTION, string
CHARACTER_WINDOW_FRAGMENT, string
CHARACTER_WINDOW_SOUNDS, string
CHARNAME_MAX_LENGTH, string
CHARNAME_MIN_LENGTH, string
CHATTER_ACCEPT_QUEST_BESTOWAL, string
CHATTER_ADVANCE_COMPLETABLE_QUEST_CONDITIONS_COMPLETE, string
CHATTER_BEGIN, string
CHATTER_BEGIN_INTERACT_NODE, string
CHATTER_COMPLETE_QUEST, string
CHATTER_COMPLETE_QUEST_CONFIRM, string
CHATTER_COMPLETE_QUEST_DIALOG, string
CHATTER_CONFIRM_BUY_BAG_SPACE, string
CHATTER_CONFIRM_MAKE_TABLET, string
CHATTER_CORPSE_SUMMONER_CONFIRM, string
CHATTER_CRAFT_ITEM, string
CHATTER_DECONSTRUCT_ITEM, string
CHATTER_DO_KEEP_GUILD_CLAIM, string
CHATTER_DO_KEEP_GUILD_RELEASE, string
CHATTER_END_ADVANCE_COMPLETABLE_QUEST_CONDITIONS, string
CHATTER_END_BOOK, string
CHATTER_END_BUY_BAG_SPACE, string
CHATTER_END_COMPLETE_QUEST, string
CHATTER_END_CORPSE_SUMMONER, string
CHATTER_END_CRAFT, string
CHATTER_END_DOOR, string
CHATTER_END_DYE_STATION, string
CHATTER_END_FISH, string
CHATTER_END_GIVE_ITEM, string
CHATTER_END_GRAVEYARD_TRAVEL, string
CHATTER_END_GUILDBANK, string
CHATTER_END_GUILDKIOSK_BID, string
CHATTER_END_GUILDKIOSK_PURCHASE, string
CHATTER_END_HARVEST, string
CHATTER_END_KEEP, string
CHATTER_END_KEEP_GUILD_CLAIM, string
CHATTER_END_KEEP_GUILD_RELEASE, string
CHATTER_END_KEEP_TRAVEL, string
CHATTER_END_LEARN_TABLET, string
CHATTER_END_LOCK, string
CHATTER_END_MAIL, string
CHATTER_END_NEW_QUEST_BESTOWAL, string
CHATTER_END_PAY_BOUNTY, string
CHATTER_END_PICKPOCKET, string
CHATTER_END_REPAIR_ALL, string
CHATTER_END_SHOP, string
CHATTER_END_SOUL_HEAL, string
CHATTER_END_STABLE, string
CHATTER_END_STONE_MASON, string
CHATTER_END_TALK, string
CHATTER_END_TRADINGHOUSE, string
CHATTER_FEED_MOUNT, string
CHATTER_FISH_BITE, string
CHATTER_FISH_NIBBLE, string
CHATTER_FISH_REEL_IN, string
CHATTER_FORCE_LOCK, string
CHATTER_GENERIC_ACCEPT, string
CHATTER_GIVE_ITEM_COMPLETE, string
CHATTER_GOODBYE, string
CHATTER_GUILDKIOSK_IN_TRANSITION, string
CHATTER_IMPROVE_ITEM, string
CHATTER_INVALID, string
CHATTER_LOCK_PICK_BROKEN, string
CHATTER_LOOT_ALL, string
CHATTER_LOOT_ALL_NON_STOLEN, string
CHATTER_LOOT_ITEM, string
CHATTER_OFFER_QUEST_BESTOWAL, string
CHATTER_OPEN_GUILDBANK, string
CHATTER_OPEN_MAIL, string
CHATTER_OPEN_TRADINGHOUSE, string
CHATTER_PICK_LOCK, string
CHATTER_PLACE_GUILDKIOSK_BID, string
CHATTER_PROMPT_BUY_BAG_SPACE, string
CHATTER_PROMPT_CORPSE_SUMMONER, string
CHATTER_PROMPT_CRAFT, string
CHATTER_PROMPT_DYE_STATION, string
CHATTER_PROMPT_LOCK, string
CHATTER_PROMPT_SOUL_HEAL, string
CHATTER_PURCHASE_GUILDKIOSK, string
CHATTER_RESEARCH_ITEM, string
CHATTER_RESET, string
CHATTER_RESET_DURATION, string
CHATTER_SHOW_BOOK, string
CHATTER_SHOW_GRAVEYARD_TRAVEL, string
CHATTER_SHOW_KEEP_GUILD_CLAIM, string
CHATTER_SHOW_KEEP_GUILD_RELEASE, string
CHATTER_SHOW_KEEP_TRAVEL, string
CHATTER_SHOW_STONE_MASON, string
CHATTER_SOUL_HEAL_CONFIRM, string
CHATTER_START_ADVANCE_COMPLETABLE_QUEST_CONDITIONS, string
CHATTER_START_BOOK, string
CHATTER_START_COMPLETE_QUEST, string
CHATTER_START_CORPSE_SUMMONER, string
CHATTER_START_CRAFT, string
CHATTER_START_DOOR, string
CHATTER_START_DYE_STATION, string
CHATTER_START_FISH, string
CHATTER_START_GIVE_ITEM, string
CHATTER_START_GRAVEYARD_TRAVEL, string
CHATTER_START_GUILDBANK, string
CHATTER_START_GUILDKIOSK_BID, string
CHATTER_START_GUILDKIOSK_PURCHASE, string
CHATTER_START_HARVEST, string
CHATTER_START_KEEP, string
CHATTER_START_KEEP_GUILD_CLAIM, string
CHATTER_START_KEEP_GUILD_RELEASE, string
CHATTER_START_KEEP_PIECE, string
CHATTER_START_KEEP_TRAVEL, string
CHATTER_START_LEARN_TABLET, string
CHATTER_START_LOCK, string
CHATTER_START_LOOT, string
CHATTER_START_MAIL, string
CHATTER_START_NEW_QUEST_BESTOWAL, string
CHATTER_START_PAY_BOUNTY, string
CHATTER_START_PICKPOCKET, string
CHATTER_START_REPAIR_ALL, string
CHATTER_START_SHOP, string
CHATTER_START_SOUL_HEAL, string
CHATTER_START_STABLE, string
CHATTER_START_STONE_MASON, string
CHATTER_START_TALK, string
CHATTER_START_TRADINGHOUSE, string
CHATTER_TALK_CHOICE, string
CHATTER_TALK_CHOICE_INTIMIDATE_DISABLED, string
CHATTER_TALK_CHOICE_MONEY, string
CHATTER_TALK_CHOICE_PAY_BOUNTY, string
CHATTER_TALK_CHOICE_PERSUADE_DISABLED, string
CHAT_BUBBLE_SETTING_ENABLED, string
CHAT_BUBBLE_SETTING_ENABLED_FOR_LOCAL_PLAYER, string
CHAT_BUBBLE_SETTING_ENABLED_ONLY_FROM_CONTACTS, string
CHAT_BUBBLE_SETTING_SPEED_MODIFIER, string
CHAT_CATEGORY_COMBAT_ALLIANCE_POINTS, string
CHAT_CATEGORY_COMBAT_BATTLE_TOKENS, string
CHAT_CATEGORY_COMBAT_BLOCK_ABSORBED_DEFEND, string
CHAT_CATEGORY_COMBAT_DEATH, string
CHAT_CATEGORY_COMBAT_DIRECT_DAMAGE, string
CHAT_CATEGORY_COMBAT_DIRECT_HEAL, string
CHAT_CATEGORY_COMBAT_DODGE_PARRY_MISS, string
CHAT_CATEGORY_COMBAT_DOT, string
CHAT_CATEGORY_COMBAT_DRAIN, string
CHAT_CATEGORY_COMBAT_ENERGIZE, string
CHAT_CATEGORY_COMBAT_EXPERIENCE, string
CHAT_CATEGORY_COMBAT_GAINED_EFFECT, string
CHAT_CATEGORY_COMBAT_HOT, string
CHAT_CATEGORY_COMBAT_LOST_EFFECT, string
CHAT_CATEGORY_COMBAT_OTHER, string
CHAT_CATEGORY_COMBAT_RANK_POINTS, string
CHAT_CATEGORY_COMBAT_RESIST, string
CHAT_CATEGORY_EMOTE, string
CHAT_CATEGORY_GUILD_1, string
CHAT_CATEGORY_GUILD_2, string
CHAT_CATEGORY_GUILD_3, string
CHAT_CATEGORY_GUILD_4, string
CHAT_CATEGORY_GUILD_5, string
CHAT_CATEGORY_HEADER_CHANNELS, string
CHAT_CATEGORY_HEADER_COMBAT, string
CHAT_CATEGORY_HEADER_GUILDS, string
CHAT_CATEGORY_MONSTER_EMOTE, string
CHAT_CATEGORY_MONSTER_SAY, string
CHAT_CATEGORY_MONSTER_WHISPER, string
CHAT_CATEGORY_MONSTER_YELL, string
CHAT_CATEGORY_OFFICER_1, string
CHAT_CATEGORY_OFFICER_2, string
CHAT_CATEGORY_OFFICER_3, string
CHAT_CATEGORY_OFFICER_4, string
CHAT_CATEGORY_OFFICER_5, string
CHAT_CATEGORY_PARTY, string
CHAT_CATEGORY_SAY, string
CHAT_CATEGORY_SYSTEM, string
CHAT_CATEGORY_WHISPER_INCOMING, string
CHAT_CATEGORY_WHISPER_OUTGOING, string
CHAT_CATEGORY_YELL, string
CHAT_CATEGORY_ZONE, string
CHAT_CATEGORY_ZONE_ENGLISH, string
CHAT_CATEGORY_ZONE_FRENCH, string
CHAT_CATEGORY_ZONE_GERMAN, string
CHAT_CHANNEL_EMOTE, string
CHAT_CHANNEL_GUILD_1, string
CHAT_CHANNEL_GUILD_2, string
CHAT_CHANNEL_GUILD_3, string
CHAT_CHANNEL_GUILD_4, string
CHAT_CHANNEL_GUILD_5, string
CHAT_CHANNEL_MONSTER_EMOTE, string
CHAT_CHANNEL_MONSTER_SAY, string
CHAT_CHANNEL_MONSTER_WHISPER, string
CHAT_CHANNEL_MONSTER_YELL, string
CHAT_CHANNEL_OFFICER_1, string
CHAT_CHANNEL_OFFICER_2, string
CHAT_CHANNEL_OFFICER_3, string
CHAT_CHANNEL_OFFICER_4, string
CHAT_CHANNEL_OFFICER_5, string
CHAT_CHANNEL_PARTY, string
CHAT_CHANNEL_SAY, string
CHAT_CHANNEL_SYSTEM, string
CHAT_CHANNEL_UNUSED_1, string
CHAT_CHANNEL_USER_CHANNEL_1, string
CHAT_CHANNEL_USER_CHANNEL_2, string
CHAT_CHANNEL_USER_CHANNEL_3, string
CHAT_CHANNEL_USER_CHANNEL_4, string
CHAT_CHANNEL_USER_CHANNEL_5, string
CHAT_CHANNEL_USER_CHANNEL_6, string
CHAT_CHANNEL_USER_CHANNEL_7, string
CHAT_CHANNEL_USER_CHANNEL_8, string
CHAT_CHANNEL_USER_CHANNEL_9, string
CHAT_CHANNEL_WHISPER, string
CHAT_CHANNEL_WHISPER_SENT, string
CHAT_CHANNEL_YELL, string
CHAT_CHANNEL_ZONE, string
CHAT_CHANNEL_ZONE_LANGUAGE_1, string
CHAT_CHANNEL_ZONE_LANGUAGE_2, string
CHAT_CHANNEL_ZONE_LANGUAGE_3, string
CHAT_OPTIONS, string
CHAT_SYSTEM, string
CHECK_MOVEMENT_BEFORE_INTERACT_OR_ACTION, string
CLAIM_KEEP_RESULT_TYPE_CAMPAIGN_NOT_READY, string
CLAIM_KEEP_RESULT_TYPE_DUPLICATE_CLAIM_IN_PROGRESS, string
CLAIM_KEEP_RESULT_TYPE_GUILD_ALREADY_HAS_KEEP, string
CLAIM_KEEP_RESULT_TYPE_INSUFFICIENT_PERMISSION, string
CLAIM_KEEP_RESULT_TYPE_INTERNAL_ERROR, string
CLAIM_KEEP_RESULT_TYPE_INVALID_WORLD, string
CLAIM_KEEP_RESULT_TYPE_KEEP_ALREADY_CLAIMED, string
CLAIM_KEEP_RESULT_TYPE_KEEP_DOES_NOT_EXIST, string
CLAIM_KEEP_RESULT_TYPE_KEEP_NOT_CLAIMABLE, string
CLAIM_KEEP_RESULT_TYPE_KEEP_NOT_OWNED_BY_ALLIANCE, string
CLAIM_KEEP_RESULT_TYPE_KEEP_NOT_OWNED_BY_GUILD_ALLIANCE, string
CLAIM_KEEP_RESULT_TYPE_NOT_IN_CAMPAIGN, string
CLAIM_KEEP_RESULT_TYPE_NOT_IN_GUILD, string
CLAIM_KEEP_RESULT_TYPE_SOCIAL_DISABLED, string
CLAIM_KEEP_RESULT_TYPE_STILL_ON_COOLDOWN, string
CLAIM_KEEP_RESULT_TYPE_SUCCESS, string
CLEAR_CURSOR_FRAGMENT, string
CLIENT_INPUT, string
CODEX_WINDOW_SOUNDS, string
COLLECTIBLE_CATEGORY_TYPE_ACCOUNT_SERVICE, string
COLLECTIBLE_CATEGORY_TYPE_ACCOUNT_UPGRADE, string
COLLECTIBLE_CATEGORY_TYPE_COSTUME, string
COLLECTIBLE_CATEGORY_TYPE_DLC, string
COLLECTIBLE_CATEGORY_TYPE_INVALID, string
COLLECTIBLE_CATEGORY_TYPE_MOUNT, string
COLLECTIBLE_CATEGORY_TYPE_TROPHY, string
COLLECTIBLE_CATEGORY_TYPE_VANITY_PET, string
COLLECTIBLE_ITEM_TYPE_FISH, string
COLLECTIBLE_ITEM_TYPE_NONE, string
COLLECTIBLE_ITEM_TYPE_TROPHY, string
COLLECTIBLE_LINK_TYPE, string
COLLECTIBLE_NAME_MAX_LENGTH, string
COLLECTIBLE_NAME_MIN_LENGTH, string
COLLECTIBLE_UNLOCK_STATE_LOCKED, string
COLLECTIBLE_UNLOCK_STATE_UNLOCKED_OWNED, string
COLLECTIBLE_UNLOCK_STATE_UNLOCKED_SUBSCRIPTION, string
COLLECTIONS_BOOK, string
COLLECTIONS_BOOK_FRAGMENT, string
COLLECTIONS_BOOK_SCENE, string
COLLECTIONS_INVENTORY_SINGLETON, string
COLLECTIONS_INVENTORY_VALID_CATEGORY_TYPES, string
COLLECTIONS_TITLE_FRAGMENT, string
COLOR_PICKER, string
COMBAT_SETTING_CLAMP_GROUND_TARGET_ENABLED, string
COMBAT_SETTING_ROLL_DODGE_DOUBLE_TAP, string
COMBAT_SETTING_ROLL_DODGE_WINDOW, string
COMBAT_SETTING_SCROLLING_COMBAT_TEXT_ENABLED, string
COMBAT_SETTING_USE_BATTLE_LEVEL, string
COMBAT_UNIT_TYPE_GROUP, string
COMBAT_UNIT_TYPE_NONE, string
COMBAT_UNIT_TYPE_OTHER, string
COMBAT_UNIT_TYPE_PLAYER, string
COMBAT_UNIT_TYPE_PLAYER_PET, string
COMPASS, string
COMPASS_ACTIVE_QUESTS_CHOICE_FOCUSED, string
COMPASS_ACTIVE_QUESTS_CHOICE_OFF, string
COMPASS_ACTIVE_QUESTS_CHOICE_ON, string
COMPASS_FRAME, string
COMPASS_FRAME_FRAGMENT, string
CONSOLE_ERROR_ORIGIN_ACCOUNT_LINKING, string
CONSOLE_ERROR_ORIGIN_LEGAL_DOCS, string
CONSOLE_ERROR_ORIGIN_LINKED_LOGIN, string
CONSOLE_LOGIN_STATE_ACCEPT_DOCS, string
CONSOLE_LOGIN_STATE_FETCH_DOCS, string
CONSOLE_LOGIN_STATE_LINK, string
CONSOLE_LOGIN_STATE_LINK_PROGRESS, string
CONSOLE_LOGIN_STATE_LOGIN, string
CONSOLE_LOGIN_STATE_LOGIN_AUTH, string
CONSOLE_LOGIN_STATE_UNKNOWN_ERROR, string
CONTACTS_TITLE_FRAGMENT, string
CONTACTS_WINDOW_SOUNDS, string
CONTEXTUAL_ACTION_BAR_AREA_FRAGMENT, string
CONTROL_ACCESS_PRIVATE, string
CONTROL_ACCESS_PUBLIC, string
CONVERSATION_INTERACTION, string
CON_APPROPRIATE, string
CON_DIFFICULT, string
CON_EASY, string
CON_IMPOSSIBLE, string
CON_TRIVIAL, string
CRAFTING_ADVANCE_MODE_DELEVEL, string
CRAFTING_ADVANCE_MODE_FREEZE, string
CRAFTING_ADVANCE_MODE_LEVEL, string
CRAFTING_ADVANCE_MODE_LOCKED, string
CRAFTING_RESULTS, string
CRAFTING_RESULTS_FRAGMENT, string
CRAFTING_RESULT_ALREADY_RESEARCHING, string
CRAFTING_RESULT_BUSY, string
CRAFTING_RESULT_CRAFT_SUCCESS, string
CRAFTING_RESULT_DECONSTRUCT_BAD_QUANTITY, string
CRAFTING_RESULT_DECONSTRUCT_SUCCESS, string
CRAFTING_RESULT_FAIL_PATTERN_REQUIREMENTS, string
